input,i_sentiment,i_location,reference,r_sentiment,r_location,semantic_similarity
the employees at this site are very rude and unfriendly .,negative,77754,the service was also incredibly welcoming and friendly .,positive,258652,3.30215072631836
the employees at this site are very rude and unfriendly .,negative,77754,staff is friendly and quick which i appreciate .,positive,255665,3.1015164852142334
the employees at this site are very rude and unfriendly .,negative,77754,staff is always friendly and welcoming .,positive,376959,3.6942174434661865
the employees at this site are very rude and unfriendly .,negative,77754,"in the shop all the time , really helpful and polite staff .",positive,298260,3.0835559368133545
the employees at this site are very rude and unfriendly .,negative,77754,the people were very friendly and professional .,positive,186795,3.3148324489593506
the employees at this site are very rude and unfriendly .,negative,77754,the service is prompt and friendly .,positive,193578,3.652831315994263
the employees at this site are very rude and unfriendly .,negative,77754,the staff are really friendly and service is good .,positive,274800,3.12160587310791
the employees at this site are very rude and unfriendly .,negative,77754,the staff is extremely helpful and courteous .,positive,239258,3.4613826274871826
the employees at this site are very rude and unfriendly .,negative,77754,very clean and the service was friendly .,positive,254614,3.014416456222534
the employees at this site are very rude and unfriendly .,negative,77754,super friendly and helpful staff .,positive,294604,3.0054972171783447
the employees at this site are very rude and unfriendly .,negative,77754,the owners are so nice and always accommodating .,positive,160366,3.0507287979125977
the employees at this site are very rude and unfriendly .,negative,77754,the service is really friendly.,positive,198973,3.143606424331665
the employees at this site are very rude and unfriendly .,negative,77754,the staff is always friendly & the environment is welcoming .,positive,298881,3.435569524765014
the employees at this site are very rude and unfriendly .,negative,77754,"the customer service thus far has been equally fair , professional and polite .",positive,285095,3.0123775005340576
the employees at this site are very rude and unfriendly .,negative,77754,restaurant is clean and staff is friendly enough .,positive,293647,3.0532455444335938
the employees at this site are very rude and unfriendly .,negative,77754,also the staff is great and very friendly !,positive,241998,3.4122402667999268
the employees at this site are very rude and unfriendly .,negative,77754,it 's always clean and the employees are friendly and helpful .,positive,252286,3.0001840591430664
the employees at this site are very rude and unfriendly .,negative,77754,staff is super friendly .,positive,165616,3.6269419193267822
the employees at this site are very rude and unfriendly .,negative,77754,staff is very friendly and provides exceptional service !,positive,180829,3.398745536804199
the employees at this site are very rude and unfriendly .,negative,77754,the staff is soooo friendly and the service is top notch .,positive,183876,3.3138556480407715
the employees at this site are very rude and unfriendly .,negative,77754,the wait staff is very friendly and courteous .,positive,356301,3.615118741989136
the employees at this site are very rude and unfriendly .,negative,77754,amazingly friendly and pleasant staff .,positive,358034,3.3633131980896
the employees at this site are very rude and unfriendly .,negative,77754,"great service , nice and friendly staff .",positive,334400,3.2676711082458496
the employees at this site are very rude and unfriendly .,negative,77754,the staff is very friendly and efficient .,positive,198014,3.504457950592041
the employees at this site are very rude and unfriendly .,negative,77754,everyone is so friendly and helpful .,positive,184423,3.0418217182159424
the employees at this site are very rude and unfriendly .,negative,77754,staff was beyond friendly too !,positive,239803,3.4642794132232666
the employees at this site are very rude and unfriendly .,negative,77754,wait staff is friendly .,positive,187947,3.294736385345459
the employees at this site are very rude and unfriendly .,negative,77754,awesome service by some kind and considerate people .,positive,381411,3.2026078701019287
the employees at this site are very rude and unfriendly .,negative,77754,the staff there is very friendly and kind .,positive,354326,3.959141969680786
the employees at this site are very rude and unfriendly .,negative,77754,the staff is very friendly as well !,positive,160951,3.666975259780884
the employees at this site are very rude and unfriendly .,negative,77754,the serving staff here did a great job and was friendly .,positive,316757,3.010833263397217
the employees at this site are very rude and unfriendly .,negative,77754,"they were friendly , knowledgeable and extremely helpful .",positive,184416,3.2176854610443115
the employees at this site are very rude and unfriendly .,negative,77754,they were very friendly and professional .,positive,332504,3.101092338562012
the employees at this site are very rude and unfriendly .,negative,77754,the staff are really nice and friendly .,positive,191362,4.013883590698242
the employees at this site are very rude and unfriendly .,negative,77754,"every time i go in the employees are impeccably nice , helpful and polite !",positive,291916,3.1993625164031982
the employees at this site are very rude and unfriendly .,negative,77754,everyone was kind and polite .,positive,256155,3.173693418502808
the employees at this site are very rude and unfriendly .,negative,77754,clean and friendly workers .,positive,324617,3.047036409378052
the employees at this site are very rude and unfriendly .,negative,77754,the service was friendly and very helpful .,positive,353976,3.394675970077514
the employees at this site are very rude and unfriendly .,negative,77754,atmosphere is friendly and casual .,positive,168451,3.2243425846099854
the employees at this site are very rude and unfriendly .,negative,77754,they were very friendly and honest .,positive,202251,3.215015411376953
the employees at this site are very rude and unfriendly .,negative,77754,the staff was super friendly and took great care of us .,positive,231777,3.0518832206726074
the employees at this site are very rude and unfriendly .,negative,77754,they are very accommodating and do it with a very pleasant and welcoming attitude .,positive,173300,3.0131075382232666
the employees at this site are very rude and unfriendly .,negative,77754,the staff is friendly and very helpful .,positive,201559,3.8058674335479736
the employees at this site are very rude and unfriendly .,negative,77754,the service is friendly with a smile .,positive,382728,3.135913848876953
the employees at this site are very rude and unfriendly .,negative,77754,the whole staff is super friendly and very professional .,positive,269548,3.346198320388794
the employees at this site are very rude and unfriendly .,negative,77754,the staff was so great and friendly .,positive,244379,3.575812101364136
the employees at this site are very rude and unfriendly .,negative,77754,the staff is amazingly charming and friendly .,positive,302987,3.408289909362793
the employees at this site are very rude and unfriendly .,negative,77754,staff is friendly and enthusiastic .,positive,178526,3.0673604011535645
the employees at this site are very rude and unfriendly .,negative,77754,"very cool , staff is friendly and knowledgeable .",positive,186364,3.675292730331421
the employees at this site are very rude and unfriendly .,negative,77754,"workers are great , friendly and very gentle .",positive,183726,3.793250560760498
the employees at this site are very rude and unfriendly .,negative,77754,very friendly staff who goes above and beyond to help .,positive,383075,3.0254018306732178
the employees at this site are very rude and unfriendly .,negative,77754,the customer service is friendly and helpful .,positive,222518,3.3144726753234863
the employees at this site are very rude and unfriendly .,negative,77754,"dining area is clean , staff is very friendly .",positive,239345,3.133504629135132
the employees at this site are very rude and unfriendly .,negative,77754,staff is very personal and friendly .,positive,242421,3.796607732772827
the employees at this site are very rude and unfriendly .,negative,77754,the wait staff is very friendly and helpful .,positive,331109,3.43938946723938
the employees at this site are very rude and unfriendly .,negative,77754,the stuff is always friendly .,positive,289509,3.0264928340911865
the employees at this site are very rude and unfriendly .,negative,77754,the employees are very nice .,positive,222515,3.2405357360839844
the employees at this site are very rude and unfriendly .,negative,77754,this hyatt is filled with friendly and very helpful staff .,positive,369632,3.23132061958313
the employees at this site are very rude and unfriendly .,negative,77754,the other front office staff was friendly and helpful as well .,positive,263346,3.152013063430786
the employees at this site are very rude and unfriendly .,negative,77754,awesome people .,positive,299933,3.3122270107269287
the employees at this site are very rude and unfriendly .,negative,77754,the waiters are friendly and very helpful .,positive,382006,3.208450555801392
the employees at this site are very rude and unfriendly .,negative,77754,staff is awesome and always friendly .,positive,208780,3.4113168716430664
the employees at this site are very rude and unfriendly .,negative,77754,great staff very friendly and helpful !,positive,283899,3.187010765075684
the employees at this site are very rude and unfriendly .,negative,77754,front desk staff always friendly .,positive,181616,3.2649738788604736
the employees at this site are very rude and unfriendly .,negative,77754,great atmosphere and employees are always friendly and hospitable .,positive,361019,3.5293314456939697
the employees at this site are very rude and unfriendly .,negative,77754,staff were all very friendly .,positive,247492,3.740577936172485
prices were a little more expensive compared to similar chinese restaurants along spring mountain .,negative,109647,excellent real chinese food at an affordable price .,positive,314286,3.052781581878662
after surgery i went back for her to do nerve testing .,negative,100339,i will be going back soon !,positive,329154,3.042792558670044
"however , they were a little over friendly and inappropriate towards my husband .",negative,135209,"friendly , helpful and courteous !",positive,281502,3.019036769866944
"however , they were a little over friendly and inappropriate towards my husband .",negative,135209,"they were personable , attentive , and friendly .",positive,266553,3.1243176460266118
dirty dishes were left on our table thru the meal .,negative,146302,"clean , quick and delicious .",positive,298962,3.140324354171753
bad haircut .,negative,49325,a nice mix of barbershop friendliness and the haircut you actually want to get .,positive,371345,3.2866017818450928
bad haircut .,negative,49325,"professional , nice and one heck of a hair cut .",positive,232326,3.5341992378234863
bad haircut .,negative,49325,if you are looking for a great cut ... .,positive,349861,3.3179824352264404
bad haircut .,negative,49325,she looked so good despite having to get most of her back end shaved .,positive,242105,3.0126357078552246
bad haircut .,negative,49325,a+ service and haircut .,positive,313469,3.747123956680298
"staff is rude , unprofessional and just clueless .",negative,111955,"staff was informal and relaxed but professional , friendly and helpful .",positive,170407,3.028328418731689
"staff is rude , unprofessional and just clueless .",negative,111955,"the staff is knowledgeable , honest , and polite .",positive,273259,3.4419078826904297
"staff is rude , unprofessional and just clueless .",negative,111955,"the office was very clean and the staff professional , helpful , and nice .",positive,175315,3.032951593399048
"staff is rude , unprofessional and just clueless .",negative,111955,the servers are polite and very helpful .,positive,316977,3.2225141525268555
"staff is rude , unprofessional and just clueless .",negative,111955,staff is always helpful and very polite .,positive,191574,3.359703779220581
"staff is rude , unprofessional and just clueless .",negative,111955,"the technician was professional , kind and well informed .",positive,221150,3.062535524368286
"staff is rude , unprofessional and just clueless .",negative,111955,"employees are friendly , courteous , and knowledgeable .",positive,176459,3.0892114639282227
"staff is rude , unprofessional and just clueless .",negative,111955,the cashier was nice and not rude .,positive,243885,3.1172823905944824
"staff is rude , unprofessional and just clueless .",negative,111955,"very cool , staff is friendly and knowledgeable .",positive,186364,3.1445024013519287
i would not recommend at all !,negative,36508,i ca n't recommend this place enough !,positive,252855,3.472688913345337
i would not recommend at all !,negative,36508,would def recommend !,positive,363858,3.690187454223633
i ended up with grilled salmon which was very salty .,negative,141494,i had a fillet mignon that was really tender and juicy and very flavorful .,positive,343911,3.1398723125457764
i wo n't be back until some remodel is done .,negative,124288,i will be going back soon !,positive,329154,3.168828248977661
we significantly bring this average down .,negative,77452,best brunch deal in town - and hands down the best vegan brunch ever .,positive,339064,3.273345232009888
this kind of car buying experience i can pass on .,negative,95574,best car buying experience i have ever had .,positive,252888,3.013915061950684
everyone who works here has soo much attitude its beyond belief .,negative,129956,everyone is extremely helpful and friendly !,positive,179783,3.009558916091919
everyone who works here has soo much attitude its beyond belief .,negative,129956,"everyone that works there was extremely friendly , helpful , and encouraging .",positive,345448,3.1855268478393555
everyone who works here has soo much attitude its beyond belief .,negative,129956,everyone who works here is exceptionally kind .,positive,201791,3.121093511581421
everyone who works here has soo much attitude its beyond belief .,negative,129956,all the guys that work here are so friendly .,positive,242021,3.0638930797576904
everyone who works here has soo much attitude its beyond belief .,negative,129956,everyone that works there are always so helpful and nice .,positive,348179,3.133190870285034
everyone who works here has soo much attitude its beyond belief .,negative,129956,everyone is so friendly and helpful .,positive,184423,3.058621883392334
everyone who works here has soo much attitude its beyond belief .,negative,129956,everyone here is so friendly and patient .,positive,291279,3.0311524868011475
worst customer service ive ever seen .,negative,77429,always excellent customer service .,positive,283438,3.4971368312835693
worst customer service ive ever seen .,negative,77429,best place ever .,positive,169570,3.05765438079834
worst customer service ive ever seen .,negative,77429,the service is the best ever !,positive,327836,4.1363444328308105
worst customer service ive ever seen .,negative,77429,best brunch deal in town - and hands down the best vegan brunch ever .,positive,339064,3.1332757472991943
worst customer service ive ever seen .,negative,77429,the best customer service ever !,positive,237051,4.423333644866943
worst customer service ive ever seen .,negative,77429,"best donut i 've ever had , fresh and amazing , beautiful donuts .",positive,321679,3.018712282180786
worst customer service ive ever seen .,negative,77429,"our waitress , jasmine , was probably the best waitress we have ever had .",positive,247780,3.311793565750122
worst customer service ive ever seen .,negative,77429,top notch customer service .,positive,189664,3.1298961639404297
this del taco is an absolute wreck !,negative,156500,delicious street tacos !,positive,232857,3.6433627605438232
long wait times and unfriendly baristas .,negative,127599,great bar with a great atmosphere and a friendly vibe .,positive,277984,3.23264741897583
long wait times and unfriendly baristas .,negative,127599,and the waitstaff is incredibly friendly and helpful .,positive,360417,3.0904078483581543
long wait times and unfriendly baristas .,negative,127599,very friendly waitstaff .,positive,347349,3.165455102920532
long wait times and unfriendly baristas .,negative,127599,wait staff was extremely friendly and prompt !,positive,358271,3.027451515197754
long wait times and unfriendly baristas .,negative,127599,staff is always friendly and welcoming .,positive,376959,3.233716487884521
long wait times and unfriendly baristas .,negative,127599,the wait staff is very friendly and courteous .,positive,356301,3.0272140502929688
long wait times and unfriendly baristas .,negative,127599,wait staff is friendly .,positive,187947,3.2929749488830566
long wait times and unfriendly baristas .,negative,127599,the waiters are friendly and very helpful .,positive,382006,3.14900279045105
long wait times and unfriendly baristas .,negative,127599,staff were all very friendly .,positive,247492,3.0356898307800293
i 've had the worst experience at this wendy 's .,negative,71451,best brunch deal in town - and hands down the best vegan brunch ever .,positive,339064,3.040736675262451
i 've had the worst experience at this wendy 's .,negative,71451,"best donut i 've ever had , fresh and amazing , beautiful donuts .",positive,321679,3.0940730571746826
this time i ordered the most basic ; pepperoni pizza .,negative,98500,"overall , one of the best pizzas i ever had .",positive,327644,3.1733827590942383
this time i ordered the most basic ; pepperoni pizza .,negative,98500,"anyways , great service , perfect pizza .",positive,343342,3.041465282440185
this time i ordered the most basic ; pepperoni pizza .,negative,98500,the combination of the sweet sauce and cheese blend makes for the perfect pizza .,positive,217374,3.0236055850982666
this time i ordered the most basic ; pepperoni pizza .,negative,98500,a decent place to order an authentic looking and tasting pizza .,positive,160558,3.0286784172058105
this time i ordered the most basic ; pepperoni pizza .,negative,98500,by far the best pizza i 've ever had !,positive,294007,3.205961227416992
this time i ordered the most basic ; pepperoni pizza .,negative,98500,"far and away , the best pizza i 've ever had .",positive,362889,3.262375593185425
this time i ordered the most basic ; pepperoni pizza .,negative,98500,this place is a great place to grab a thin crust pizza with friends .,positive,189077,3.003611326217652
this time i ordered the most basic ; pepperoni pizza .,negative,98500,i ordered their specialty pizza slice ( great ! ),positive,257438,3.3915841579437256
this time i ordered the most basic ; pepperoni pizza .,negative,98500,"this is , hands down , our favorite pizza place .",positive,381385,3.039290428161621
this time i ordered the most basic ; pepperoni pizza .,negative,98500,this is my favorite local pizza !,positive,345564,3.150817394256592
this time i ordered the most basic ; pepperoni pizza .,negative,98500,"specials are amazing , pizza is delicious !",positive,261017,3.0118277072906494
this time i ordered the most basic ; pepperoni pizza .,negative,98500,i just grabbed a slice of pepperoni for dinner to go .,positive,298751,3.019559621810913
this time i ordered the most basic ; pepperoni pizza .,negative,98500,sausage and pepperoni pizza was delicious !,positive,335085,3.2130355834960938
this time i ordered the most basic ; pepperoni pizza .,negative,98500,this is my favorite pizza here in the valley .,positive,282481,3.081149101257324
this time i ordered the most basic ; pepperoni pizza .,negative,98500,this pizza is amazing !,positive,167976,3.1244966983795166
this time i ordered the most basic ; pepperoni pizza .,negative,98500,this is my favorite place to order delivery pizza from .,positive,161575,3.351163148880005
i think i may have been wrong .,negative,16808,best brunch deal in town - and hands down the best vegan brunch ever .,positive,339064,3.0043866634368896
waited _num_ mins for _num_ sandwiches .,negative,3564,this joint makes excellent sandwiches .,positive,164525,3.102157592773437
waited _num_ mins for _num_ sandwiches .,negative,3564,sandwiches are tasty and fresh healthy ingredients .,positive,198260,3.166726589202881
waited _num_ mins for _num_ sandwiches .,negative,3564,great selection of sandwiches for breakfast and lunch !,positive,276851,3.022481203079224
waited _num_ mins for _num_ sandwiches .,negative,3564,excellent sandwiches .,positive,205355,3.1217129230499268
waited _num_ mins for _num_ sandwiches .,negative,3564,this place is a must for anybody who likes sub style sandwiches .,positive,238050,3.003393173217773
waited _num_ mins for _num_ sandwiches .,negative,3564,very good $ _num_ lunch .,positive,355152,3.056290626525879
waited _num_ mins for _num_ sandwiches .,negative,3564,"i recommend this place to anyone looking for a good , inexpensive sandwich .",positive,350794,3.057810068130493
waited _num_ mins for _num_ sandwiches .,negative,3564,tasty treats and sandwiches .,positive,213016,3.1104960441589355
waited _num_ mins for _num_ sandwiches .,negative,3564,great prices $ _num_ for a great lunch served with love & a smile .,positive,382043,3.064077615737915
big joe featured sandwich should be called `` little joe '' .,negative,96043,this joint makes excellent sandwiches .,positive,164525,3.229055166244507
big joe featured sandwich should be called `` little joe '' .,negative,96043,sandwiches are tasty and fresh healthy ingredients .,positive,198260,3.270280122756958
big joe featured sandwich should be called `` little joe '' .,negative,96043,perfect lunch portions .,positive,297949,3.0501842498779297
big joe featured sandwich should be called `` little joe '' .,negative,96043,"the service has always been good , the food has always been good .",positive,345947,3.0547823905944824
big joe featured sandwich should be called `` little joe '' .,negative,96043,this was the best sandwich i have ever had !,positive,280262,3.0236001014709477
big joe featured sandwich should be called `` little joe '' .,negative,96043,"burgers were huge , tasty , and delicious .",positive,255435,3.08305287361145
big joe featured sandwich should be called `` little joe '' .,negative,96043,sandwich was hearty and tasty .,positive,269798,3.1864383220672607
big joe featured sandwich should be called `` little joe '' .,negative,96043,great burgers and sandwiches .,positive,175005,3.3253865242004395
big joe featured sandwich should be called `` little joe '' .,negative,96043,damn good sandwiches .,positive,198114,3.041744947433472
big joe featured sandwich should be called `` little joe '' .,negative,96043,the breakfast and lunch sandwiches are amazing .,positive,276269,3.021311521530152
big joe featured sandwich should be called `` little joe '' .,negative,96043,delicious menu .,positive,364980,3.144542694091797
big joe featured sandwich should be called `` little joe '' .,negative,96043,great selection of sandwiches for breakfast and lunch !,positive,276851,3.159867525100708
big joe featured sandwich should be called `` little joe '' .,negative,96043,awesome steak sandwiches .,positive,235137,3.1210806369781494
big joe featured sandwich should be called `` little joe '' .,negative,96043,excellent sandwiches .,positive,205355,3.3158090114593506
big joe featured sandwich should be called `` little joe '' .,negative,96043,this place is a must for anybody who likes sub style sandwiches .,positive,238050,3.0539534091949463
big joe featured sandwich should be called `` little joe '' .,negative,96043,the deli sandwiches are stacked with high quality meat !,positive,202333,3.0249500274658203
big joe featured sandwich should be called `` little joe '' .,negative,96043,great lunch special !,positive,191913,3.0987212657928467
big joe featured sandwich should be called `` little joe '' .,negative,96043,great pizza and sandwiches .,positive,226652,3.323603391647339
big joe featured sandwich should be called `` little joe '' .,negative,96043,"best slices in town , in my opinion .",positive,278670,3.1712100505828857
big joe featured sandwich should be called `` little joe '' .,negative,96043,the tuna sandwich is delicious and they have a great selection of delicious soups .,positive,260623,3.0079023838043213
big joe featured sandwich should be called `` little joe '' .,negative,96043,best brunch deal in town - and hands down the best vegan brunch ever .,positive,339064,3.0980496406555176
big joe featured sandwich should be called `` little joe '' .,negative,96043,"i recommend this place to anyone looking for a good , inexpensive sandwich .",positive,350794,3.0096583366394043
big joe featured sandwich should be called `` little joe '' .,negative,96043,tasty treats and sandwiches .,positive,213016,3.3332343101501465
big joe featured sandwich should be called `` little joe '' .,negative,96043,jose .,positive,284595,3.0629303455352783
big joe featured sandwich should be called `` little joe '' .,negative,96043,best lunch specials during the week .,positive,204749,3.152507781982422
big joe featured sandwich should be called `` little joe '' .,negative,96043,best sandwiches in the entire area hands down .,positive,263755,3.1490180492401123
big joe featured sandwich should be called `` little joe '' .,negative,96043,good neighborhood sandwich place .,positive,212964,3.1191601753234863
big joe featured sandwich should be called `` little joe '' .,negative,96043,solid slices .,positive,343071,3.166076183319092
big joe featured sandwich should be called `` little joe '' .,negative,96043,fast and fresh .,positive,178708,3.202333450317383
most horrible service ever !,negative,57435,the all in one smoothie is the most amazing smoothie i have ever had !,positive,251299,3.0837647914886475
most horrible service ever !,negative,57435,the service is the best ever !,positive,327836,3.606628656387329
most horrible service ever !,negative,57435,the best customer service ever !,positive,237051,3.012078285217285
i paid $ _num_ for a small sandwich and fries .,negative,65969,the meal comes with a gyro sandwich and french fries and a drink .,positive,336181,3.0030128955841064
single worst experience i 've ever had at a hotel .,negative,21085,i had the best costumer service experience ever at this hotel .,positive,186709,3.196463108062744
single worst experience i 've ever had at a hotel .,negative,21085,"best donut i 've ever had , fresh and amazing , beautiful donuts .",positive,321679,3.1437206268310547
this is the worst ulta i 've ever been to .,negative,92979,"best donut i 've ever had , fresh and amazing , beautiful donuts .",positive,321679,3.039757251739502
it was n't very busy .,negative,46797,it is n't too busy which is great for families .,positive,237395,3.3130526542663574
have n't been back since and will not go back .,negative,108155,will be going back soon !,positive,378497,3.0296435356140137
my least favorite pita jungle location throughout the valley .,negative,59316,the pomegranate green iced tea my favorite iced tea of all time .,positive,288521,3.599576234817505
my least favorite pita jungle location throughout the valley .,negative,59316,pita jungle is one of my favorite places to eat .,positive,250032,3.486539125442505
my least favorite pita jungle location throughout the valley .,negative,59316,this is my favorite pizza here in the valley .,positive,282481,3.060854196548462
likely wo n't be back .,negative,74976,will definitely be back many more times .,positive,378634,3.0998990535736084
likely wo n't be back .,negative,74976,will certainly return .,positive,291184,3.0459609031677246
likely wo n't be back .,negative,74976,will definitely be back .,positive,159519,3.707293748855591
likely wo n't be back .,negative,74976,will definitely be back a lot !,positive,216195,3.2036497592926025
likely wo n't be back .,negative,74976,we will certainly be back often .,positive,368363,3.0098164081573486
the employees seem nice and all but i have never seen service so slow .,negative,13773,the staff was extremely friendly and very quick .,positive,196077,3.065354585647583
the employees seem nice and all but i have never seen service so slow .,negative,13773,everyone is always friendly and service is quick .,positive,256474,3.0504891872406006
the employees seem nice and all but i have never seen service so slow .,negative,13773,servers are polite and service is quick .,positive,171175,3.083732843399048
the employees seem nice and all but i have never seen service so slow .,negative,13773,service is some times slow but always genuine and friendly .,positive,319932,3.4009971618652344
the employees seem nice and all but i have never seen service so slow .,negative,13773,it was quite busy but the service was quick and pleasant .,positive,294796,3.0625863075256348
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,"awesome pizza , great cocktails , and salads .",positive,223133,3.2084882259368896
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,"overall , one of the best pizzas i ever had .",positive,327644,3.146458387374878
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,"pizza by the slice , great dinners and desserts , very generous toppings .",positive,357620,3.304221868515014
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,the pizza is very good !,positive,245168,3.3673126697540283
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,best pizza hands down !,positive,335111,3.038017988204956
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,flavor of the pizza sauce and the crust was so good !,positive,280444,3.2338523864746094
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,definitely recommend this for anyone who wants some great pizza .,positive,342557,3.1417524814605717
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,the pizza is decent .,positive,359378,3.130284786224365
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,"anyways , great service , perfect pizza .",positive,343342,3.06835675239563
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,my favorite pizza in pittsburgh .,positive,343319,3.033310890197754
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,the pizza was tasty !,positive,206673,3.4113357067108154
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,one of my pittsburgh favorites as far as pizza goes .,positive,167992,3.0760672092437744
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,nice neighborhood pizzeria with great pizza !,positive,166701,3.297874212265014
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,truly a pizza heaven .,positive,202456,3.23034930229187
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,pizza is extremely good and loud fun atmosphere !,positive,241604,3.075235366821289
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,delicious sicilian pizza !,positive,217140,3.191158533096313
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,the combination of the sweet sauce and cheese blend makes for the perfect pizza .,positive,217374,3.2529103755950928
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,"great pizza , good drinks , delish salads .",positive,364206,3.082575798034668
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,by far the best pizza i 've ever had !,positive,294007,3.0434486865997314
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,"amazing place , amazing brews and good pizza too !",positive,337649,3.098607063293457
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,the pizza was amazing sauce was a little sweet but i loved it .,positive,220904,3.427687168121338
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,their pizza is really good .,positive,183715,3.119213104248047
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,both pizzas were very tasty .,positive,326461,3.308018684387207
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,one of my favorite pizza spots in pittsburgh .,positive,162948,3.093607187271118
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,great pizza and sandwiches .,positive,226652,3.001678466796875
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,the pico was so tasty .,positive,300950,3.0039379596710205
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,this place is a great place to grab a thin crust pizza with friends .,positive,189077,3.137075424194336
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,"this is , hands down , our favorite pizza place .",positive,381385,3.084423303604126
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,but the pizza was actually quite good .,positive,209842,3.155155658721924
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,pizza was really good !,positive,315971,3.225498676300049
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,"specials are amazing , pizza is delicious !",positive,261017,3.089303731918335
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,the pizza 's are absolutely delicious and the service was so friendly !,positive,212956,3.0296194553375244
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,"delicious , perfectly prepared pasta , cheese , and spicy sausage ... incredible .",positive,267508,3.223071575164795
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,great pizza and even better service .,positive,358953,3.013280868530273
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,sausage and pepperoni pizza was delicious !,positive,335085,3.461097478866577
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,they have great pizza !,positive,247740,3.0802934169769287
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,this is my favorite pizza here in the valley .,positive,282481,3.00568962097168
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,great pizza at a reasonable price .,positive,170963,3.164735794067383
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,the pizza was great .,positive,186534,3.328733205795288
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,this pizza is amazing !,positive,167976,3.2930634021759038
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,the pizza is very good however !,positive,171009,3.1768722534179688
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,the pizza is solid and a good balance of sauce and cheese .,positive,284207,3.3259212970733643
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,"great place for pizza , pasta and appetizers !",positive,271532,3.063257932662964
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,the most delicious pizza and the best cocktails in the area !,positive,168390,3.0237185955047607
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,very good pizza .,positive,235685,3.558743476867676
"pizza was very saucy , dripping of sauce , too much sauce .",negative,37535,been here a couple of times and always enjoyed the pizza here .,positive,285433,3.089783191680908
"so to sum up , clean , pretty inexpensive , shitty staff .",negative,57157,the staffs are very nice and restaurant is clean .,positive,245359,3.215522527694702
"so to sum up , clean , pretty inexpensive , shitty staff .",negative,57157,"great food , great staff , very nice atmosphere , and reasonably priced .",positive,346492,3.1730473041534424
"so to sum up , clean , pretty inexpensive , shitty staff .",negative,57157,"and , it is very clean , friendly and properly staffed too .",positive,298484,3.129840135574341
"so to sum up , clean , pretty inexpensive , shitty staff .",negative,57157,"plus , very reasonable prices and super nice staff .",positive,360576,3.377749443054199
"so to sum up , clean , pretty inexpensive , shitty staff .",negative,57157,this place is very inexpensive and the staff is nice .,positive,372503,3.32263708114624
"so to sum up , clean , pretty inexpensive , shitty staff .",negative,57157,awesome and friendly staff very nice and clean grounds .,positive,241190,3.205314874649048
"so to sum up , clean , pretty inexpensive , shitty staff .",negative,57157,"nice , clean equipment and friendly staff .",positive,265859,3.234898328781128
"so to sum up , clean , pretty inexpensive , shitty staff .",negative,57157,"awesome food , huge portions , decent prices , friendly staff .",positive,332651,3.221360206604004
